nome;descricao;categoria
 Call Of Duty Ww2 Ps4 World War 2 Wwii  Midia Física Lacrado ;A experiência definitiva da próxima geração da Segunda Guerra Mundial!Em três modos de jogo diferentes: Campanha, Multijogador e Cooperativo. Apresentando visuais deslumbrantes, a Campanha transporta os jogadores para o teatro europeu enquanto se dedicam a uma nova história do Call of Duty, definida nas icônicas batalhas da Segunda Guerra Mundial. O jogo multijogador marca um retorno ao original, jogando com os “sapatos no chão”, ao melhor estilo Call of Duty. Armas autênticas e ações tradicionais de “correr e atirar” mergulha em uma grande variedade de locais com temas da Segunda Guerra Mundial. O modo cooperativo desencadeia uma história nova e original em uma experiência de jogo independente cheia de momentos inesperados e de muita adrenalina.Destaques do GameO Jogo conta a história da irmandade inquebrável de homens comuns lutando para preservar a liberdade em um mundo à beira da tirania. Os jogadores se inscrevem em uma viagem intensa através dos campos de batalha da guerra. A Campanha apresenta visuais audaciosos e realistas com o tipo de autenticidade cinematográfica de grande sucesso que somente Call of Duty pode oferecer.PESSOAL DA UMA FORÇA QUEM FOR COMPRAR O SONIC FORCES PS4 TA MUITO TOP, SEGUE MEU LINK:https://produto.mercadolivre.com.br/MLB-935841281-sonic-forces-ps4-midia-fisica-lacrado-pronta-entrega-_JM;game
 Assassins Creed Origins - Xbox One - Original Digital ;"Assassins Creed Origins - Xbox One - Original DigitalJogo Digital.Frete Grátis, escolha retirar em mãos ou retirar no endereço do vendedor ou combinar com o vendedor. ""Não pague frete"".Você também tem essas Dúvida?O jogo é Original e Completo? Sim, você recebe o jogo original e completo. Posso jogar online? Sim, você joga online e modo multiplayer/online. Você vai jogar na sua gamertag pessoal e salvar todas as suas conquistas normalmente.Tenho que pagar frete? Não. Na finalização da compra, escolha a opção ""retirar com o vendedor"".Frete Grátis, escolha retirar em mãos ou retirar no endereço do vendedor ou combinar com o vendedor. Não pague frete.Para qualquer duvida ou dificuldade, estaremos a disposição antes e depois da compra.envie-nos uma pergunta se tiver duvidas. ObrigadoENTREGA DE SEGUNDA A SEXTA DAS 13 AS 19HRS.SÁBADOS, DOMINGOS E FERIADO NÃO ATENDEMOS. NÃO ATENDEMOS FORA DO NOSSO HORÁRIO DE ATENDIMENTO";game
 Game Fifa 18 - Xbox One ;"DATA DE LANÇAMENTO: 03/10/2017Com a tecnologia Frostbite™, o EA SPORTS™FIFA 18 elimina o limite entre o mundo virtual e o real, dando vida aos jogadores, times e climas envolventes do maior esporte do mundo. Use a Tecnologia de Movimentação Real de Jogadores para vivenciar os Momentos mais Emocionantes nos intensos Climas Envolventes do mundo do futebol. Acompanhe uma trajetória global com o elenco de craques que participam de ""A Jornada: A Volta de Hunter"". No FIFA Ultimate Team™, os Ídolos do FUT trazem Ronaldo Nazário e outras lendas do futebol para o FIFA 18.Tecnologia de Movimentação Real de Jogadores: O sistema de animação inédito e revolucionário oferece a jogabilidade mais responsiva e fluida de toda a série. As novas técnicas de captura de movimento e as transições de animação quadro-a-quadro garantem que a jogabilidade represente adequadamente o futebol real.Personalidade dos jogadores: Seis novos arquétipos de personagem e a inédita tecnologia de mapeamento vão diferenciar os jogadores em campo, dando a eles sua identidade exclusiva. Pela primeiríssima vez, os movimentos, tamanho e atributos realistas indicam como um jogador se movimenta, deixando você sentir as características reais dos melhores do mundo. O pique característico do Cristiano Ronaldo, as viradas únicas do Sterling e o movimento de braço do Robben são reconhecidos imediatamente no FIFA 18.Renovação do drible: No FIFA 18, você vai poder avançar entre os defensores com a confiança e habilidade de poder mudar de direção rapidamente, como fazem os melhores jogadores. As novas mecânicas permitem aos jogadores inserir mais criatividade em situações de mano a mano. Realize toques de bola mais definidos, faça viradas mais fechadas e explore um ataque mais dinâmico.Responsividade: A criatividade da habilidade com a bola, os toques de bola contextuais e a reimaginação do controle da mecânica do drible vão oferecer ao jogador novas opções ao realizar um ataque em espaços apertadosExplosão: Animações autênticas e dinâmicas com base na velocidade vão permitir que você explore ainda mais rápido os toques de bola com maior controle, até os piques mais velozes.";game
 Csgo - Boost De Patentes - Vertigo Boost ;;game
 Jogo Para Ps4 The Last Of Us Remasterizado - Naughty Dog ;• •      Jogo Para Ps4 The Last Of Us Remasterizado - Naughty DogThe Last of Us™ Remasterizado para o sistema PS4™ - mais de 200 prêmios como Jogo do Ano. The Last of Us™ é uma experiência que redefine o gênero com uma mistura de sobrevivência e ação, contando uma história centrada nos personagens, sobre uma praga moderna que dizima a espécie humana há 20 anos atrás. A natureza invade a civilização, forçando os poucos sobreviventes a lutar por comida, armas e o que mais puderem encontrar. Joel, um sobrevivente durão, e Ellie, uma jovem corajosa e bem mais esperta do que aparenta sua idade, precisam trabalhar juntos para sobreviver nesta jornada pelo que sobrou dos Estados Unidos. The Last of Us™ é desenvolvido pela Naughty Dog, criadora da aclamada série UNCHARTED.Características do Jogo- Jogo dublado em Português- Imprevisível e brutal ação necessária para a sobrevivência- Exuberante cenário com uma sensação familiar de um mundo pós-apocalíptico- Dos mesmos desenvolvedores da franquia Uncharted (Naughty Dog), o que garante uma das melhores qualidades gráficas como se fosse uma história de cinema- Jogo com mais de 200 prêmios, incluindo o prêmio “Best of E3” em 2012Características do Jogo Remsterizado- Expansão single player Left Behind- Conjunto de oito mapas multiplayer no Abandoned e Reclaimed Territories- Inclui mais de $ 30,00 em conteúdo adicional de jogo- Comentários do elenco e director criativo sobre o jogo        Marca: Sony    Seção: Eletrônicos   Referência: 14904;game
 Crash Bandicoot N. Sane Trilogy Ps4 - Mídia Física - Lacrado ;;game
 Call Of Duty Wwii Ww2 Ps4 Mídia Física Lacrado Em Português ; Produto em estoqueEnvio Imediato  O envio mais rápido do Brasil Aliste-se junto da FastGames e compre um dos jogos de tiro mais esperados de todos os tempos!Call of Duty: WWII cria a experiência definitiva de última geração da Segunda Guerra Mundial em três modos de jogo diferentes: Campanha, Multijogador e Cooperativo. Com imagens impressionantes, o modo Campanha transporta os jogadores para o cenário europeu. O Multijogador marca um retorno ao modo de jogo nas linhas de frente, original de Call of Duty. As armas autênticas e a tradicional ação de combate rápido vão mergulhá-lo em uma vasta variedade de locais temáticos da Segunda Guerra.Para jogar Call of Duty WW2 é necessária conexão com a internet (mesmo para o modo campanha). Jogo totalmente em Português.  Gênero Tiro em Primeira Pessoa (FPS) Data de lançamento 03 de Novembro de 2017 Quantidade de jogadores 1-18 Permite jogar online? Sim Idade recomendada A partir de 18 anos Marca Activision / Sledgehammer Games Garantia 3 meses   Vocês enviam dois produtos no mesmo frete?Infelizmente, no momento, o sistema do MercadoLivre não permite unificar anúncios em nossa integração, nem aproveitar o frete de um produto para comprar outro. Portanto, ao comprar itens diferentes no ML, cada produto deverá ser uma compra separada, e com isso, terá um custo de frete (pois realmente será enviado separadamente). Para saber o custo de envio desse produto, aqui mesmo no anúncio você insere seu CEP e consegue visualizar as formas de envio, escolhendo a que fica melhor para você. Aproveite que está a pronta entrega e por um excelente preço e compre agora mesmo. O jogo está a pronta entrega?Temos sempre a pronta entrega! Se o anúncio está ativo, pode comprar e garantir o seu agora mesmo, pois postamos de imediato, com uma qualidade incrível de trabalho. Aproveite que está a pronta entrega e por um excelente preço e compre agora mesmo.Posso Retirar?Ao comprar pelo ML, o envio ocorre sempre via Correios, através do MercadoEnvios (pode ser SEDEX ou PAC). O produto é novo, original e lacrado de fábrica?Sim, produto NOVO e ORIGINAL! Então, aproveite que está a pronta entrega e por um excelente preço e compre agora mesmo. Temos certeza absoluta que você será mais um cliente satisfeito.Vocês enviam via Carta Registrada?Não enviamos via Carta Registrada! Apenas por MercadoEnvios (PAC ou SEDEX).     ;game
 Pro Evolution Soccer 2018 - Pes 2018 - Xbox 360 ;Onde Nascem As Lendas, a frase que sintetiza o retorno do PES, com novos recursos, modos e uma experiência de jogabilidade jamais vista em games de futebol. A edição deste ano traz as maiores mudanças que a premiada franquia viu em uma década e que vão estabelecer um novo padrão para jogos de futebol e aumentar ainda mais as expectativas em torno do futuro do PES.Nenhuma parte do jogo foi intocada, o que permitirá aos fãs do futebol experimentar uma série de melhoras na jogabilidade, modos cooperativos online, o Modo de Seleção Aleatória e uma completa reapresentação gráfica que inclui jogadores reais, novos menus e fotos oficiais dos atletas.O PES 2018 também mergulha no mundo dos eSports ao integrar a PES League nos modos online, incluindo um novo sistema competitivo de 3-contra-3 que permitirá aos jogadores unir forças para disputar prêmios incríveis. Além disso o título chega com uma versão PC com os padrões de qualidade vistos no PlayStation 4, e essas são apenas algumas das significantes mudanças do PES 2018.Mudanças Lendárias chegam com o PES 2018Jogabilidade de Primeira Classe A mundialmente renomada jogabilidade do PES foi refinada e ajustada para recriar a autenticidade do futebol bem jogado, incluindo um ritmo de jogo ainda mais realista. O sistema de Dribles Estratégicos dá ao jogador mais controle na posse de bola com a adição da mecânica de proteção da bola, assim como comandos simples que executam movimentos sutis e realistas para furar as defesas mais fechadas. O Real Touch+ acrescenta uma nova dimensão ao controle de bola, permitindo ao jogador utilizar todas as partes do corpo para dominar a bola conforme seus movimentos imprevisíveis. As cobranças de bola parada também foram alteradas, e faltas e pênaltis têm novos sistemas, além da possibilidade de o jogador dar a saída de bola usando apenas um atleta.Realidade Visual Melhorada Visuais tão realistas que recriam a autenticidade do futebol nos mínimos detalhes graças à tecnologia Real Capture. Isso inclui efeitos de luzes para jogos de dia e de noite, os gramados e túneis de estádios que foram recriados com mais de 20 mil elementos de dados gráficos coletados diretamente do Camp Nou e do Signal Iduna Park. O movimento dos jogadores também foi capturado de forma autêntica e realista, permitindo um total refinamento do sistema de animações que vão desde a corrida até giros e postura corporal. Além disso os modelos dos jogadores foram completamente modificados, com atenção especial para o alinhamento dos uniformes e o tamanho dos calções. Jogadores escaneados das equipes parceiras vão ter suas tatuagens completamente reproduzidas, incluindo Marco Reus, Pierre-Emerick Aubameyang, Philippe Coutinho e Neymar Jr.Nova Apresentação Visual Nova identidade visual dos menus e imagens reais dos jogadores na tela de plano de jogo e no myClub, assim como novidades gráficas nas partidas, dando um ar de transmissão televisiva.Integração Com a PES League Dispute a PES League em novos modos, incluindo o myCub, modo de Seleção AleatóriaModos Cooperativos Online Um novo modo dedicado a partidas cooperativas de 2-contra-2 e 3-contra-3, com suporte para convidados locais. Jogue junto dos seus amigos, leve seu time ao topo ou simplesmente divirta-se com partidas casuais.Novos Modos e Recursos O favorito e requisitado Modo de Seleção Aleatória retorna com nova apresentação e opções. Viva a vida de um cartola na Liga Master com torneios de pré-temporada, um novo sistema de transferências e novos elementos de apresentação como coletivas de imprensa e cenas de bastidores e vestiário.Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.;game
 Gran Turismo Sport - Ps4 - Mídia Física E Pronta Entrega ;• •      Gran Turismo Sport - Ps4 - Mídia Física E Pronta EntregaDescriçãoBem-vindos ao futuro do automobilismo: a experiência definitiva de corridas está de volta e melhor do que nunca, somente no PlayStation 4. Gran Turismo Sport é a primeira experiência de corrida do mundo recriada do zero para trazer competições internacionais online autorizadas pelo maior órgão controlador de corridas automobilísticas internacionais, a FIA (Federação Internacional de Automobilismo). Crie seu legado representando e competindo por seu país ou sua marca favorita em diversas classes de corridas, inclusive GT3, Protótipo, Rally e muito mais. Uma grande evolução nas corridas- Apresentamos os primeiros e únicos campeonatos online do mundo certificados pela FIA (Federação Automobilística Internacional). Represente e concorra pelo seu país ou fabricante de carros favorito em dois campeonatos autorizados: Copa das Nações e Manufacturers Fan Cup - Formação avançada de equipes: concorra com seus amigos ou com o mundo em várias categorias, como idade, região e maneira de dirigir, permitindo que pilotos de todos os níveis corram e se desenvolvam individualmente - Identidade do piloto: crie seu próprio legado ao criar, administrar e comparar sua carreira automobilística profissional com a de pilotos de todo o mundo em inúmeros eventos, desafios e temporadas de ligas automobilísticas - Assista e participe: concorra em corridas ou assista aos melhores do mundo se enfrentarem em um programa ao vivo enquanto competem para construir seu próprio legado automobilístico e serem coroados como campeões mundiais.Simulador de corridas reais- Física e dinâmica automobilística do mundo real: oferece as experiências automobilísticas mais realistas e orientação para pilotos de todos os níveis - Escolha entre 140 carros super premium: carros cobiçados de alto desempenho usados no automobilismo mundial, todos meticulosamente remodelados do zero para obter uma qualidade sem precedentes e com os maiores detalhes internos e externos possíveis em qualquer plataforma de jogos - Circuitos históricos e lendários de corrida de GTs: abra caminho nas 27 pistas diferentes em 19 locais ao redor do mundo, inclusive a famosa Nürburgring, a lendária Tokyo Expressway e a recém-adicionada pista oval de 800 metros Northern Isle Speedway.A melhor experiência Gran Turismo- Corra offline: construa sua garagem personalizada e concorra em uma infinita variedade de desafios no modo de campanha ou melhore ainda mais suas habilidades com o Arcade (corrida individual, teste de tempo, teste de drift e tela dividida para dois jogadores) - Vision GT: mais de 24 carros-conceito exclusivos projetados exclusivamente por fabricantes de automóveis e marcas mundiais, inclusive Bugatti, Aston Martin, BMW e Mercedes - Brand Central: uma nova forma de descoberta automobilística por meio de uma linha do tempo interativa do passado, presente e futuro pelas lentes de fabricantes de automóveis - Personalização de libré: com um editor de libré repleto de recursos, escolha e personalize seu veículo com sua marca de alto desempenho e seus logotipos favoritos - PhotoScape: com imagens reais incríveis de todo o mundo, coloque seus carros em qualquer lugar para criar imagens personalizadas que podem ser compartilhadas nas mídias sociais.Marca: Sony    Seção: Eletrônicos   Referência: 20187;game
 Jogo Star Wars Battlefront 2 Ps4 Br Mídia Física Promoção ;Star Wars Battlefront 2 PS4 Midia fisicaProduto LacradoEnvios a partir do dia 17/11/2017.Produto NacionalGuie o caminho do seu herói de Star Wars!Embarque em uma experiência de Star Wars sem limites na saga de videogame HD de Star Wars de maior sucesso de todos os tempos. Avance por grupos de inimigos na Base Starkiller com o poder do seu sabre de luz. Abra caminho pela selva em uma base rebelde oculta em Yavin 4 com os seus companheiros troopers e poderosos AT-STs. Alinhe o seu esquadrão X-wing para um ataque contra um Destróier Estelar colossal da Primeira Ordem no espaço. Ou assuma o papel de uma nova heroína de Star Wars, Iden, uma soldada de elite das forças especiais imperiais, e descubra uma narrativa cativante para um jogador, que percorrerá trinta anos de sua história.Experimente os ricos e vívidos campos de batalha multiplayer de Star Wars durante as três eras: a saga inicial, a trilogia clássica e a nova trilogia. Personalize e aprimore seus heróis, caças estelares ou troopers, cada um com as suas habilidades únicas de combate. Monte tauntauns ou assuma o comando de tanques e speeders. Derrube Destróieres Estelares do tamanho de cidades inteiras e use a força para provar o seu valor contra personagens icônicos, como Kylo Ren, Darth Maul e Han Solo, jogando como parte de uma experiência inspirada por 40 anos de filmes de Star Wars. Você pode ser o mestre da jornada do seu herói de Star Wars! Código 132595069Código de barras 7892110216005Título Game - Star Wars Battlefront II - PS4Plataforma PlayStation 4Gênero AçãoMutiplayer OnlineNúmero de jogadores Offline Offline: 1-2 / Online: 2-40Número de jogadores Online Offline: 1-2 / Online: 2-40Classificação indicativa 12Desenvolvedor Eletronics Arts (EA)Áudio PortuguêsLegenda(s) PortuguêsFunciona apenas online NãoRequer controlador de movimento NãoConteúdo da Embalagem 1 GameGarantia do Fornecedor 3 meses;game
 Gta 5 Grand Theft Auto V  Ps4 Playstantion 4  Midia Física ;;game
 The Sims 4 Pc Português Todas Expansões 2018 ( Mídia Dvd ) ;"Olá, tudo bem com você? Espeto que sim estou aqui apenas para dar as boas vindas, então...SEJA BEM VINDOS - BTEC GAMES *LEIA TODO O ANUNCIO SE QUER COMPRAR. JÁ INCLUSO DE BÔNUS O ÚLTIMO PACOTE ""DIA DE LAVAR AS ROUPAS""°°ECONOMIA DE MAIS DE R$1.000,00 (Mil reais) COMPRANDO DA BTEC GAMES°°--> Empresa séria focando sempre em oferecer os melhores preços no melhor produto possível, imaginando o cliente em cada momento que ele terá de diversão após a compra. Já trabalhamos com distribuição de jogos para computadores a mais de 3 ANOS e contamos com o histórico de mais de 10 MIL clientes satisfeitos com nossos produtos em mídia física. Então fique tranquilo pois sua encomenda será tratada com carinho durante todo o processo, desde a compra até o momento que chegará em sua residência. *ATENÇÃO - Se nossa reputação não estiver totalmente no VERDE fique tranquilo isso é referente a mudança no mercado livre, e já estamos resolvendo, postando as encomendas em menos de 24Hrs úteis, e contamos com sua ajuda para deixa-la verde novamente, como sempre foi. ° Só aceitamos pagamento via Mercado Pago, para segurança de ambas as partes. ° Só enviamos os produtos via Mercado de envios, para agilidade e segurança da sua entrega (Caso precise, temos carta registrada) ° Nosso forte é produtos em mídia física, porem caso queira poderá pedir em mídia virtual. ° E por ultimo fique tranquilo, garantimos total satisfação, e suporte pós venda. ° Nosso preço é dado conforme a quantidade de DVD's que o jogo possui, se quer mais barato peça MÍDIA VIRTUAL pra gente do jogo desejado.ENTÃO VAMOS LÁ...***DESCRIÇÃO DO JOGO***---> The Sims 4 traz mais um capítulo desta aclamada franquia que, desta vez, fará com que seus Sims tenham uma nova vida como nunca antes! Crie novos Sims com inteligência e emoção próprios, experimentando assim novas ferramentas intuitivas e criativas para ajudar seus Sims a construir lares únicos. Controle a mente, o corpo e o coração de seus Sims e traga suas histórias à vida. ° Jogo possui 4 DVD's, game completo. ° Instalação super simples com vídeo tutorial junto. ° Produto irá conforme fotos na descrição. ° Jogo LEGENDADO em português, totalmente, menus e funções.° Jogo original econômico, ou seja totalmente funcional ( OFF - LINE )--> O MELHOR PACOTE DO MERCADO LIVRE ! OLHA O QUE IRÁ RECEBER: (TUDOOOO!! INCLUSO!!)Em ordem de lançamento para ficar mais fácil de entender, com a instalação mais fácil do mercado...01 - THE SIMS 4 (BASE) 02 - THE SIMS 4 (RETIRO AO AR LIVRE)03 - THE SIMS 4 (AO TRABALHO)04 - THE SIMS 4 (FESTA LUXUOSA)05 - THE SIMS 4 (TERRAÇO PERFEITO)06 - THE SIMS 4 (DIA DE SPA)07 - THE SIMS 4 (COZINHA MANEIRA)08 - THE SIMS 4 (ASSOMBROSO)09 - THE SIMS 4 (JUNTE-SE A GALERA)10 - THE SIMS 4 (NOITE DE CINEMA)11 - THE SIMS 4 (JARDIM ROMÂNTICO)12 - THE SIMS 4 (ESCAPADA GOURMET)13 - THE SIMS 4 (QUARTO DAS CRIANÇAS)14 - THE SIMS 4 (VIDA NA CIDADE)15 - THE SIMS 4 (VAMPIROS)16 - THE SIMS 4 (NOITE DE BOLICHE)17 - THE SIMS 4 (VIDA EM FAMÍLIA)18 - THE SIMS 4 (FITNESS) 19 - THE SIMS 4 (BEBÊS)20 - THE SIMS 4 (GATOS E CÃES) 21 - THE SIMS 4 (DIA DE LAVAR AS ROUPAS) --> ULTIMO LANÇAMENTO E JÁ TEMOS :)QUEM COMPRAR AGORA JÁ RECEBE O PACOTE ""DIA DE LAVAR AS ROUPAS"" ---------------- > ULTIMO LANÇAMENTO JÁ INCLUSO(Esse ultimo pacote será enviado já em mídia física como bônus)UFA ! ATÉ CANSEI...AH ANTES QUE EU ESQUEÇA TEM TAMBÉM: 20 - DIVERSÃO NO QUINTAL21 - GLAMOUR VINTAGE**ATENÇÃO** - SIMPLESMENTE O PACOTE MAIS FÁCIL DE INSTALAR E MAIS COMPLETO. ATUALIZADO DIA 24/01/2018Simplesmente está muito barato, pois gostamos de entregar o melhor preço junto com melhor produto. Mas aproveite preço promocional com FRETE GRÁTIS então aproveite já! Não será sempre que permanecerá esse valor. **REQUISITOS DO JOGO***--> Mínimos:° PARA NOTEBOOK: Verifique se o seu tem entrada para DVD. (APENAS PARA INSTALAÇÃO)° Sistema operacional: Windows 7, 8 e 10 Atualizado é recomendado pra rodar tranquilo. ° Processador: Intel Core 2 Duo de 1,8 GHz  AMD Athlon 64 Dual-Core 4000+ ou equivalente° Memória RAM: Mínimo de 4GB° Espaço no HD: No mínimo 9 GB de espaço livre e 1 GB de espaço adicional para conteúdo personalizado e jogos salvos. ° Unidade de DVD: Unidade de DVD-ROM necessária somente para a instalação pelo disco° Placa de vídeo: 128 MB de RAM de vídeo e suporte a Pixel Shader 3.0. Placas de Vídeo Suportadas: NVIDIA GeForce 6600 ou superior, ATI Radeon X1300 ou superior, Intel GMA X4500 ou superior NVIDIA GTX 650 ou superior° Versão do DirectX: 9.0c*Aguardo sua compra, tenho certeza que irá gostar. :)";game
 Pro Evolution Soccer 2018 - Pes 18 - Ps3 - Novo - Física ;Pro Evolution Soccer - Pes 2018 - PS3Jogo Original. Novo lacrado, mídia fisica pronta entrega.Garantia contra defeito de fabricação.Idioma: Português - BRLegendas: Português - BR;game
 Fifa 18 Xbox One Fifa 2018 Mídia Física Lacrado Português ;;game
 Assassins Creed Origins - Xbox One - Original Online ;"Assassins Creed Origins - Xbox One - Original OnlineJogo Digital.Jogo Digital.Jogo Digital.Não é código 25 dígitos.Não é código 25 dígitos.Não é código 25 dígitos.FRETE GRÁTIS. ESCOLHA NA HORA DA COMPRA RETIRAR PESSOALMENTE OU COMBINAR COM O VENDEDORFRETE GRÁTIS. ESCOLHA NA HORA DA COMPRA RETIRAR PESSOALMENTE OU COMBINAR COM O VENDEDORFRETE GRÁTIS. ESCOLHA NA HORA DA COMPRA RETIRAR PESSOALMENTE OU COMBINAR COM O VENDEDORFrete Grátis, escolha retirar em mãos ou retirar no endereço do vendedor ou combinar com o vendedor. ""Não pague frete"".Você também tem essas Dúvida?O jogo é Original e Completo? Sim, você recebe o jogo original e completo. Posso jogar online? Sim, você joga online e modo multiplayer/online. Você vai jogar na sua gamertag pessoal e salvar todas as suas conquistas normalmente.Tenho que pagar frete? Não. Na finalização da compra, escolha a opção ""retirar com o vendedor"".Frete Grátis, escolha retirar em mãos ou retirar no endereço do vendedor ou combinar com o vendedor. Não pague frete.Para qualquer duvida ou dificuldade, estaremos a disposição antes e depois da compra.envie-nos uma pergunta se tiver duvidas. ObrigadoENTREGA DE SEGUNDA A SEXTA DAS 13 AS 19HRS.SÁBADOS, DOMINGOS E FERIADO NÃO ATENDEMOS. NÃO ATENDEMOS FORA DO NOSSO HORÁRIO DE ATENDIMENTO";game
 Pokemon Ultra Sun - 3ds Mídia Física Lacrado ;Games4Pokemon Ultra Sun - 3ds Mídia Física LacradoDetalhes do produtoUma nova luz brilha na região do Alola! Assuma o papel de um treinador Pokémon para descobrir novos contos, e desvendar o mistério por trás do Pokémon lendário. Com as novas adições de história e características! Outra aventura está prestes a começar! *imagem meramente ilustrativa;game
 Minecraft - Ps4 Edition - Midia Fisica - Original Português ;Minecraft - Ps4 Edition - PS4Jogo Original. Novo lacrado, mídia fisica pronta entrega.Garantia contra defeito de fabricação.Idioma: Português - BRLegendas: Português - BR;game
 Jogo Pes 2018 Ps3 Mídia Física Original Lacrado ;Descrição: Aqui Nascem Lendas' apresenta a volta de PES com novas funções, novos modos e uma experiência de jogo incomparável.Com estas funções virarás uma lenda em Pro Evolution Soccer 2018:• Masterclass de Jogabilidade: fintas estratégicas, Real Touch+ e lances de bola parada levam a experiência de jogo a um novo patamar• Apresentação melhorada: novos menus e imagens de jogadores reais• Integração com Liga PES: participa na Liga PES em modos como myClub• Co-op Online: um modo de jogo cooperativo adicionado recentemente. Cria o teu clã, joga e leva-o até o topo da classificação• Jogo de Seleção Aleatória: este modo favorito dos fãs volta com nova estética e funções• Liga Master melhorada: experimenta a vida do treinador com novos torneios de pré-época, sistema de transferências melhorado, nova estética e funções• Visual Reality melhorado: nova iluminação, modelos de jogadores revisados e uma multidão de animações, desde expressões faciais até movimentos do corpo que dão vida ao jogoSoftware sujeito à licença e à garantia limitada (us.playstation.com/softwarelicense/br). É preciso ter uma conta para usar os recursos online, que estão sujeitos aos termos de serviço e à política de privacidade aplicável (playstationnetwork.com/terms-of-service e playstationnetwork.com/privacy-policy). A taxa única de licença dá o direito de jogar em até 2 sistemas PlayStation® 3 ativados por este conta.;game
 2 Jogos Steam - Aleatório - Pc Game - Key Original ;;game
